"Ukazatel","IndicatorType","Šetření","ZJIST","Odvětví ekonomické činnosti","CZNACEMZDY","Institucionální sektory-Sektor II","ISEKTORMZDH.ISEKTOR2","Institucionální sektory-Sektor V","ISEKTORMZDH.ISEKTOR5","Roky","CasR","ČR, regiony, kraje-Stát","Uz0123vm.STAT","ČR, regiony, kraje-Region","Uz0123vm.REGION","ČR, regiony, kraje-Kraj","Uz0123vm.KRAJ","Hodnota"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2020","2020","Česko","CZ","","","","","51525372.6423932"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2021","2021","Česko","CZ","","","","","53270848.48635825"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2022","2022","Česko","CZ","","","","","56486229.9652594"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2023","2023","Česko","CZ","","","","","60488829.76805642"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2024","2024","Česko","CZ","","","","","64099856.45949603"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2018","2018","Česko","CZ","","","","","3068925.55501426"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2019","2019","Česko","CZ","","","","","2931935.70089785"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2020","2020","Česko","CZ","","","","","683167.149625604"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2021","2021","Česko","CZ","","","","","1745475.8439651"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2022","2022","Česko","CZ","","","","","3215381.4789011534"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2023","2023","Česko","CZ","","","","","4002599.8027970186"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2024","2024","Česko","CZ","","","","","3611026.6914396067"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2018","2018","Česko","CZ","","","","","106.8439642193"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2019","2019","Česko","CZ","","","","","106.1196393041"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2020","2020","Česko","CZ","","","","","101.3437008544"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2021","2021","Česko","CZ","","","","","103.3876045033"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2022","2022","Česko","CZ","","","","","106.0359118923"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2023","2023","Česko","CZ","","","","","107.085974414"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2024","2024","Česko","CZ","","","","","105.9697413643"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2017","2017","Česko","CZ","","","","","2055375.81403352"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2018","2018","Česko","CZ","","","","","2131577.40168419"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2019","2019","Česko","CZ","","","","","2705260.62041405"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2020","2020","Česko","CZ","","","","","2421859.67533513"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2021","2021","Česko","CZ","","","","","2482160.4591074944"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2022","2022","Česko","CZ","","","","","2778760.7886507306"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2023","2023","Česko","CZ","","","","","3316824.5600260315"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2024","2024","Česko","CZ","","","","","3199086.630518893"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2018","2018","Česko","CZ","","","","","76201.5876506712"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2019","2019","Česko","CZ","","","","","573683.218729862"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2020","2020","Česko","CZ","","","","","-283400.945078919"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2021","2021","Česko","CZ","","","","","60300.7837723607"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2022","2022","Česko","CZ","","","","","296600.3295432365"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2023","2023","Česko","CZ","","","","","538063.7713753007"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2024","2024","Česko","CZ","","","","","-117737.9295071388"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2018","2018","Česko","CZ","","","","","103.7074284484"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2019","2019","Česko","CZ","","","","","126.9135532342"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2020","2020","Česko","CZ","","","","","89.5240797526"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2021","2021","Česko","CZ","","","","","102.4898545686"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2022","2022","Česko","CZ","","","","","111.949281057"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2023","2023","Česko","CZ","","","","","119.3634433584"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","Celkem","A-S","Finanční podniky","12000","","","2024","2024","Česko","CZ","","","","","96.4502816662"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2017","2017","Česko","CZ","","","","","46147308.1707572"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2018","2018","Česko","CZ","","","","","47460349.9813985"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2019","2019","Česko","CZ","","","","","49541556.0157741"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2020","2020","Česko","CZ","","","","","48362346.106455"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2021","2021","Česko","CZ","","","","","50284738.91256245"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2022","2022","Česko","CZ","","","","","49440691.56769603"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2023","2023","Česko","CZ","","","","","48668556.800484605"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2024","2024","Česko","CZ","","","","","53824841.58179183"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2018","2018","Česko","CZ","","","","","1313041.8106413"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2019","2019","Česko","CZ","","","","","2081206.03437558"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2020","2020","Česko","CZ","","","","","-1179209.90931906"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2021","2021","Česko","CZ","","","","","1922392.80610745"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2022","2022","Česko","CZ","","","","","-844047.3448664246"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2023","2023","Česko","CZ","","","","","-772134.7672114215"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2024","2024","Česko","CZ","","","","","5156284.781307226"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2018","2018","Česko","CZ","","","","","102.8453269815"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2019","2019","Česko","CZ","","","","","104.3851468335"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2020","2020","Česko","CZ","","","","","97.6197560106"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2021","2021","Česko","CZ","","","","","103.9749783889"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2022","2022","Česko","CZ","","","","","98.3214641994"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2023","2023","Česko","CZ","","","","","98.4382605851"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2024","2024","Česko","CZ","","","","","110.5946942344"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2017","2017","Česko","CZ","","","","","41790317.1534154"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2018","2018","Česko","CZ","","","","","42902998.3998054"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2019","2019","Česko","CZ","","","","","43516896.0725133"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2020","2020","Česko","CZ","","","","","41613346.5063992"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2021","2021","Česko","CZ","","","","","43161979.1983082"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2022","2022","Česko","CZ","","","","","40568920.41494823"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2023","2023","Česko","CZ","","","","","40599972.17351863"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","Celkem","A-S","Domácnosti","14000","","","2024","2024","Česko","CZ","","","","","42619395.71792892"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2018","2018","Česko","CZ","","","","","1112681.24638999"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2019","2019","Česko","CZ","","","","","613897.67270794"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2020","2020","Česko","CZ","","","","","-1903549.56611417"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2021","2021","Česko","CZ","","","","","1548632.69190903"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2022","2022","Česko","CZ","","","","","-2593058.783359963"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2023","2023","Česko","CZ","","","","","31051.7585703939"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","Celkem","A-S","Domácnosti","14000","","","2024","2024","Česko","CZ","","","","","2019423.5444102937"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2018","2018","Česko","CZ","","","","","102.6625336254"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2019","2019","Česko","CZ","","","","","101.4308968967"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2020","2020","Česko","CZ","","","","","95.6257230227"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2021","2021","Česko","CZ","","","","","103.7214807794"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2022","2022","Česko","CZ","","","","","93.9922616351"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2023","2023","Česko","CZ","","","","","100.0765407565"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","Celkem","A-S","Domácnosti","14000","","","2024","2024","Česko","CZ","","","","","104.9739530258"
