"Ukazatel","IndicatorType","Odvětví ekonomické činnosti","CZNACEMZDY","Šetření","ZJIST","Kraje","Uz2","Roky","CasR","Hodnota"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2013","2013","22841"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2014","2014","23284"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2015","2015","23831"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2016","2016","24629"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2017","2017","26936"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2018","2018","28429"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2019","2019","31434"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2020","2020","32245"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2021","2021","33750"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Plzeňský kraj","CZ032","2022","2022","36472"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2010","2010","21289"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2011","2011","21419"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2012","2012","21518"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2013","2013","20319"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2014","2014","20455"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2015","2015","22573"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2016","2016","23221"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2017","2017","24773"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2018","2018","26137"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2019","2019","28248"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2020","2020","28935"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2021","2021","29031"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Karlovarský kraj","CZ041","2022","2022","31038"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2010","2010","22093"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2011","2011","22961"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2012","2012","23751"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2013","2013","23772"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2014","2014","24396"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2015","2015","24886"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2016","2016","24828"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2017","2017","26550"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2018","2018","28784"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2019","2019","30025"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2020","2020","31303"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2021","2021","30380"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Ústecký kraj","CZ042","2022","2022","32080"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2010","2010","20570"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2011","2011","22751"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2012","2012","20550"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2013","2013","20798"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2014","2014","21309"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2015","2015","21389"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2016","2016","22557"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2017","2017","24415"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2018","2018","27185"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2019","2019","27782"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2020","2020","28923"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2021","2021","32867"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Liberecký kraj","CZ051","2022","2022","31305"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2010","2010","24852"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2011","2011","24480"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2012","2012","26088"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2013","2013","26109"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2014","2014","26035"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2015","2015","27888"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2016","2016","24765"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2017","2017","25647"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2018","2018","27618"
